Evangelia Mitsopoulou|Complete heart block Repurposed||||Attribution Non-commercial Share Alike (by-nc-sa)||English|English|Alan Rice|2010-01-01||AV block, 3rd degree block, complete heart block|12 lead ECG showing bradycardic complete heart block|It is a digital ECG, imported into Web Trace platform. a pen-based learning tool developed at the University of Catania.|electronic traces of images,image|Cardiac Care|Paramedics Practise|Level 4, 5 &amp; 6|Within Foundation Degree Paramedic Science|Consolidation tool to follow ECG and cardiac care training|To allow the students to practice ECG interpretation|Student should be able to identify normal and abnormal findings from 12 lead electrocardiography|ECG interpretation within assignment and OSPE assessment|Appropriate knowledge of underpinning anatomy and physiology, clinical presentation of numerous diseases and mechanics of electrocardiography|Complete heart block,http://metamorphosis.med.duth.gr/pg/file/litsa/read/3222/ecg_img1|Other,different technology,different educational levels|WebTrace is a web-based learning tool developed at the University of Catania in Italy and is used for learning by tracing medical images. The repurposing activity took three forms:1) The first instance of repurposing, “repurposing to a different technology”, was the use of this web-based tool to replace the paper-based ECG format.2) The second type of repurposing, is ‘repurposing to educational content’. The original ECG is a test result, which had been repurposed, in a paper based format, as educational content. Here, it has been necessary to return to the original test result, and once again repurpose, to a different type of educational content. Web Trace permits the creation of multiple levels of difficulty in the questions, so that answers can be expressed in different colours which correspond to the differing levels of difficulty, within the same ECG3) A further minor repurposing is “changes in the content itself”. WebTrace, initially created to fit one purpose (tracing medical images of a specific format i.e. X Rays images) was used to for different content (ECG images).
Evangelia Mitsopoulou|Muscles||||||||BEGIN:vcard FN:Raja Habib ORG:St George's University of London EMAIL:rhabib@sgul.ac.uk END:vcard|2010-04-10||cardiac muscle fibre, smooth muscle fibre, skeletal muscle fibre, muscle tissue|This topic starts with a basic introduction to muscles and an image illustrating the possible locations of the different muscle tissues. The three types of muscle tissue are described in more detail. Along with the features of muscle tissue (e.g. contractibility), the functions of these tissues (e.g. support) are discussed.|Application/ ZIP|lecture notes,image,teaching file|Medicine|cardiology|Pre-clinical Medical Student|||||||||
Evangelia Mitsopoulou|Heart Structure|http://repository.jorum.ac.uk/intralibrary/IntraLibrary?command=open-preview&amp;learning_object_key=i9426n49655t|oai:uk.ac.ed.ucs.bodach.jorum:993||Attribution Non-commercial Share Alike (by-nc-sa)||English|English|BEGIN:vcard FN:Raja Habib ORG:St George's University of London EMAIL:rhabib@sgul.ac.uk END:vcard|2010-04-10||heart, sinoatrial node, atrioventricular node, purkinje fibres|This topic describes the components of the conducting system of the heart and their individual roles. An image illustrates the overall process and shows their relative locations.|Zip file|teaching file,image,lecture presentation|Medicine|cardiology|Pre-clinical Medical Student|||||||||
Evangelia Mitsopoulou|Heart Anatomy|http://repository.jorum.ac.uk/intralibrary/IntraLibrary?command=open-preview&amp;learning_object_key=i12568n89469t|oai:uk.ac.ed.ucs.bodach.jorum:994 (x-none)||Attribution Non-commercial Share Alike (by-nc-sa)||English|English|BEGIN:vcard FN:Raja Habib ORG:St George's University of London EMAIL:rhabib@sgul.ac.uk END:vcard|2006-04-10||heart, cardiac cycle, blood flow|This topic contains a labelled photograph and diagram of the heart. An introduction to the cardiac cycle is given: the heart is briefly described as having four chambers, and the blood-flow within them is described (e.g. if it is oxygenated or deoxygenated). An animation illustrates the direction of blood flow during the cardiac cycle.|It is a zip file|teaching file,diagram,image,lecture presentation|Medicine|cardiology|Pre-clinical Medical Student||This resource is aimed for access to nursing and healthcare students (UKEC: Further Education, HE0). Topic should be used as an introduction to the subject and may also be suitable for revision/refresher purposes.|||||||
Evangelia Mitsopoulou|Catherine Miller Branched Virtual Patient|http://labyrinth.sgul.ac.uk/mnode.asp?id=qgxlrdbu3lpfvf4jesngxlrdbtpr9kq|evip:vp:1000523||Attribution Non-commercial Share Alike (by-nc-sa)||English|English|Sophie Vaughan, Jonathan Round|2010-01-02||Paediatric, Meningitis, Bacterial Meningitis, Sepsis|This is the story about a Virtual Patient called Catherine Miller. She is a 5 month old girl who is brought into the Emergency Department by her Father with a high temperature. As you progress through the case you have to interpret the examination findings and then investigations to reach a diagnosis and then formulate a management plan.  The potential long term complications of the diagnosis are also discussed.|This Virtual Patient (VP) is playable using any web browser. However, if you are interested in adapting or modifying this VP please contact elu@sgul.ac.uk for more information.|virtual patient|Medicine|paediatrics|Pre-clinical Medical Student|Self-Directed Learning||||||||
Evangelia Mitsopoulou|Catherine Miller Linear Virtual Patient|http://www.elu.sgul.ac.uk/revip/catherine/index.html?lang=en&amp;caseid=477453|evip:vp:1000528||Attribution Non-commercial Share Alike (by-nc-sa)||English|English|Sophie Vaughan, Jonathan Round|2010-01-02||Paediatric, Meningitis, Bacterial Meningitis, Sepsis|This is the story about a Virtual Patient called Catherine Miller. She is a 5 month old girl who is brought into the Emergency Department by her Father with a high temperature. As you progress through the case you have to interpret the examination findings and then investigations to reach a diagnosis and then formulate a management plan.  The potential long term complications of the diagnosis are also discussed.|This Virtual Patient (VP) is playable using any web browser. However, if you are interested in adapting or modifying this VP please contact elu@sgul.ac.uk for more information.|virtual patient|Medicine|paediatrics|Pre-clinical Medical Student|Self-Directed Learning||||||||
Evangelia Mitsopoulou|John M Branched Virtual Patient|http://labyrinth.sgul.ac.uk/openlabyrinth/mnode.asp?id=qgxlrdbarsx9qarsx9qqajxhqwnw2gc|evip:vp:1000525||Attribution Non-commercial Share Alike (by-nc-sa)||English|English|Sophie Vaughan, Jonathan Round|2010-01-02||Idiopathic thrombocytopenic purpura, Paediatric, Bruises, Immunoglobulin|This is the story about a Virtual Patient called John M. He is a little boy who is nearly 3 years old and is brought into Paediatric A&amp;E with bruises. As the case progresses you have to decide on the important aspects of the history and then proceed to investigations in order to make a diagnosis. Depending on your management you have to deal with some associated medical complications.|This Virtual Patient (VP) is playable using any web browser. However, if you are interested in adapting or modifying this VP please contact elu@sgul.ac.uk for more information.|virtual patient|Medicine|paediatrics|Pre-clinical Medical Student|Self-directed Learning||||||||
Evangelia Mitsopoulou|John M Linear Virtual Patient|http://www.elu.sgul.ac.uk/revip/john/index.html?lang=en&amp;caseid=477537|evip:vp:1000530||Attribution Non-commercial Share Alike (by-nc-sa)||English|English|Sophie Vaughan, Jonathan Round|2010-01-02||Idiopathic thrombocytopenic purpura, Paediatric, Bruises, Immunoglobulin|This is the story about a Virtual Patient called John M. He is a little boy who is nearly 3 years old and is brought into Paediatric A&amp;E with bruises. As the case progresses you have to decide on the important aspects of the history and then proceed to investigations in order to make a diagnosis. Depending on your management you have to deal with some associated medical complications.|This Virtual Patient (VP) is playable using any web browser. However, if you are interested in adapting or modifying this VP please contact elu@sgul.ac.uk for more information.|virtual patient|Medicine|paediatrics|Pre-clinical Medical Student|Self-Directed Learning||||||||
Evangelia Mitsopoulou|Florian Brabched Virtual Patient|http://labyrinth.sgul.ac.uk/mnode.asp?id=qgxlrdbarsx9qqajxhqwnw2gcqajxhq|evip:vp:1000526||Attribution Non-commercial Share Alike (by-nc-sa)||English|English|Sophie Vaughan, Jonathan Round|2010-01-02||Prematurity, Respiratory distress syndrome, Hyaline membrane disease, Neonatal sepsis, Pneumothorax|This is a story of a Virtual Patient called Florian. He is a baby born prematurely at 34 weeks gestation and you are responsible for his management at delivery and beyond as you progress through the case. Your decisions will determine the outcome and you will need to make a diagnosis and decide on management including ventilation of the baby and associated complications.|This Virtual Patient (VP) is playable using any web browser. However, if you are interested in adapting or modifying this VP please contact elu@sgul.ac.uk for more information.|virtual patient|Medicine|ostetrics &amp; gynecology|Preclinical Medical Student|Self-Directed Learning||||||||
Evangelia Mitsopoulou|Oga Branched  Virtual Patient|http://labyrinth.sgul.ac.uk/openlabyrinth/mnode.asp?id=qgxlrdb1rx7jzf4jesnqdknamqajxhq|evip:vp:1000527||Attribution Non-commercial Share Alike (by-nc-sa)||English|English|Sophie Vaughan,  Jonathan Round|2010-01-02||Paediatric, Chronic cough, Tuberculosis, Respiratory|This is the story of a Virtual Patient called Oga. She is a 3 year girl originally from Turkey who presents with a history of chronic cough to your respiratory clinic. As you proceed through the case you are able to evaluate the important aspects of the history and clinical examination. By interpreting specialist investigations you are able to make a diagnosis and formulate a management plan as well as managing some complications.|This Virtual Patient (VP) is playable using any web browser. However, if you are interested in adapting or modifying this VP please contact elu@sgul.ac.uk for more information.|virtual patient|Medicine|paediatrics|Preclinical Medical Student|Self- Directed Learning||||||||
Evangelia Mitsopoulou|Oga Linear Virtual Patient|http://www.elu.sgul.ac.uk/revip/oega/index.html?lang=en&amp;caseid=477845|evip:vp:1000531||Attribution Non-commercial Share Alike (by-nc-sa)||English|English|Sophie Vaughan, Jonathan Round|2010-01-02||Paediatric, Chronic cough, Tuberculosis, Respiratory|This is the story of a Virtual Patient called Oga. She is a 3 year girl originally from Turkey who presents with a history of chronic cough to your respiratory clinic. As you proceed through the case you are able to evaluate the important aspects of the history and clinical examination. By interpreting specialist investigations you are able to make a diagnosis and formulate a management plan as well as managing some complications.|This Virtual Patient (VP) is playable using any web browser. However, if you are interested in adapting or modifying this VP please contact elu@sgul.ac.uk for more information.|virtual patient|Medicine|paediatrics|Preclinical Medical Student|Self-directed Learning||||||||
Evangelia Mitsopoulou|Anna-Lena Olofsson Branched Virtual Patient|http://labyrinth.sgul.ac.uk/mnode.asp?id=qgxlrdbarsx9qarsx9qgxlrdb1rx7jz|evip:vp:1000524||Attribution Non-commercial Share Alike (by-nc-sa)||English|English|Sophie Vaughan, Jonathan Round|2010-01-02||Coeliac disease, Paediatric, Failure to thrive, Diarrhoea|This is the story about a Virtual Patient called Ana-Lena Olofsson. The case describes a 15 month old girl with a history of loose stools and failure to thrive. As the case progresses you are able to determine a provisional diagnosis based on the history and examination findings. You have to decide on some initial investigations and interpret the results appropriately. By proceeding to specialist investigations you are able to confirm the diagnosis and then formulate a management plan.|This Virtual Patient (VP) is playable using any web browser. However, if you are interested in adapting or modifying this VP please contact elu@sgul.ac.uk for more information.|virtual patient|Medicine|paediatrics|Preclinical Medical Student|Self-directed Learning||||||||
Evangelia Mitsopoulou|Anna-Lena Olofsson, Linear Virtual Patient|http://www.elu.sgul.ac.uk/revip/anna-lena/index.html?lang=en&amp;caseid=396585|evip:vp:1000529||Attribution Non-commercial Share Alike (by-nc-sa)||English|English|Sophie Vaughan, Jonathan Round|2010-01-02||Coeliac disease, Paediatric, Failure to thrive, Diarrhoea|This is the story about a Virtual Patient called Ana-Lena Olofsson. The case describes a 15 month old girl with a history of loose stools and failure to thrive. As the case progresses you are able to determine a provisional diagnosis based on the history and examination findings. You have to decide on some initial investigations and interpret the results appropriately. By proceeding to specialist investigations you are able to confirm the diagnosis and then formulate a management plan.|This Virtual Patient (VP) is playable using any web browser. However, if you are interested in adapting or modifying this VP please contact elu@sgul.ac.uk for more information.|virtual patient|Medicine|paediatrics|Preclinical Medical Student|Self-Directed Learning||||||||
Evangelia Mitsopoulou|Florian|http://www.elu.sgul.ac.uk/revip/florian/index.html?lang=en&amp;caseid=161915|evip:vp:1000558||Attribution Non-commercial Share Alike (by-nc-sa)||English|English|Sophie Vaughan, Jonathan Round|2010-01-02||Prematurity, Respiratory distress syndrome, Hyaline membrane disease, Neonatal sepsis, Pneumothorax|This is a story of a Virtual Patient called Florian. He is a baby born prematurely at 34 weeks gestation and you are responsible for his management at delivery and beyond as you progress through the case. Your decisions will determine the outcome and you will need to make a diagnosis and decide on management including ventilation of the baby and associated complications.|This Virtual Patient (VP) is playable using any web browser. However, if you are interested in adapting or modifying this VP please contact elu@sgul.ac.uk for more information.|virtual patient|Medicine|obstetrics &amp; gynecology|Preclinical Medical Student|Self-Directed Learning||||||||
Evangelia Mitsopoulou|Mr Maller Branched Virtual Patient|http://labyrinth.sgul.ac.uk/mnode.asp?id=37074|evip:vp:1000504||Attribution Non-commercial Share Alike (by-nc-sa)|It is compliant with ANSI, the official accrediting body of the MedBiq standard|English|English|Tim Little|2010-01-29||A&amp;E, tachycardia, myocarditis, cardiology, myocardial infarction, cardiomyopathy, ECG, Echocardiogram, Cardiovascular risk factors|Mr Maller presents to A&amp;E with a high fever and tachycardia.  The case takes students through the appropriate history, examination and investigations for such a vague presentation and soon reveals a cardiac abnormality.  The differentials of myocarditis and myocardial infarction are discussed, with interpretation of ECGs and appropriate management for both conditions explored.  Students are invited to revise the risk factors for cardiovascular disease too.  Mr Maller subsequently suffers from complications and the case discusses these and their appropriate management.|This Virtual Patient (VP) is playable using any web browser. However, if you are interested in adapting or modifying this VP please contact elu@sgul.ac.uk for more information.|virtual patient|Medicine|cardiology|Preclinical Medical Student|This author of this VP intended its use to be as a formative branched assessment Virtual Patient|This formative branched assessment focused VP is best used by students as a revision tool to recap particular learning objectives from a taught session. Or it could be used to supplement a Problem-Based Learning (PBL) session to cover objectives that might not have been covered during the PBL session.|1) To investigate recognise and treat myocarditis 2) To interpret an ECG 3) To understand how an echocardiogram can help in diagnosis 4) To list the risk factors for cardiovascular disease 5) To recognise and treat a myocardial infarction 6) To appreciate the risk of cardiomyopathy as a sequela of myocarditis and treat it appropriately||This is a branched formative assessment Virtual Patient which is intended to be used as a self-directed learning tool or as a supplement to PBL. This type of VP should take the student approximately 30 minutes to complete.|In order to play this VP successfully, the student must have a basic understanding in the area of cardiology - particularly the structure and function of the heart and an understanding of cardiovascular risk factors.|||
Evangelia Mitsopoulou|Mr Maller Linear Virtual Patient|http://labyrinth.sgul.ac.uk/mnode.asp?id=40901|evip:vp:1000505||Attribution Non-commercial Share Alike (by-nc-sa)|It is compliant with ANSI, the official accrediting body of the MedBiq standard|English|English|Tim Little|2010-01-29|Under the terms of this Creative Commons license, we would like to acknowledge St Georgeâ€™s, University of London for providing access to this VP case:http://labyrinth.sgul.ac.uk/mnode.asp?id=40901(accessed on 30th March)|A&amp;E, tachycardia, myocarditis, cardiology, myocardial infarction, cardiomyopathy, ECG, Echocardiogram, Cardiovascular risk factors|Mr Maller presents to A&amp;E with a high fever and tachycardia.  The case takes students through the appropriate history, examination and investigations for such a vague presentation and soon reveals a cardiac abnormality.  The differentials of myocarditis and myocardial infarction are discussed, with interpretation of ECGs and appropriate management for both conditions explored.  Students are invited to revise the risk factors for cardiovascular disease too.  Mr Maller subsequently suffers from complications and the case discusses these and their appropriate management.|This Virtual Patient (VP) is playable using any web browser. However, if you are interested in adapting or modifying this VP please contact elu@sgul.ac.uk for more information|virtual patient|Medicine|cardiology|Preclinical Medical Student|This author of this VP intended its use to be as a formative linear assessment Virtual Patient|This formative branched assessment focused VP is best used by students as a revision tool to recap particular learning objectives from a taught session. Or it could be used to supplement a Problem-Based Learning (PBL) session to cover objectives that might not have been covered during the PBL session.|1) To investigate recognise and treat myocarditis 2) To interpret an ECG 3) To understand how an echocardiogram can help in diagnosis 4) To list the risk factors for cardiovascular disease 5) To recognise and treat a myocardial infarction 6) To appreciate the risk of cardiomyopathy as a sequela of myocarditis and treat it appropriately||This is a branched formative assessment Virtual Patient which is intended to be used as a self-directed learning tool or as a supplement to PBL. This type of VP should take the student approximately 15 minutes to complete.|In order to play this VP successfully, the student must have a basic understanding in the area of cardiology - particularly the structure and function of the heart and an understanding of cardiovascular risk factors.|Mr Maller Branched Virtual Patient,||Conducted as part of the eViP project in order to share this VP with the wider medical and healthcare education community. This particular VP was repurposed from a branched exploratory style to a more linear narrative approach. This repurposing was conducted to create an assessment VP to supplement the PBL curriculum at St George's in the area of cardiology. See www.virtualpatients.eu for more information.
